Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
4/9/2020 0:00,228,13,264.75,7
4/8/2020 0:00,203,11,277.125,7.875
4/7/2020 0:00,350,8,256,7.625
4/6/2020 0:00,285,5,257.5,7.875
4/5/2020 0:00,183,7,237,6.375
4/4/2020 0:00,309,7,239.625,5.5
4/3/2020 0:00,235,6,213,4.5
4/2/2020 0:00,267,6,201.625,4.125
4/1/2020 0:00,64,1,202.25,3.375
3/31/2020 0:00,224,4,181.75,2.625
3/30/2020 0:00,137,0,162,2
3/29/2020 0:00,194,2,149.25,1.375
3/28/2020 0:00,188,1,153.125,1.25
3/27/2020 0:00,145,1,129.25,0.75
3/26/2020 0:00,77,1,122.75,0.75
3/25/2020 0:00,165,1,103.5,0.5
3/24/2020 0:00,95,0,85,0.375
3/23/2020 0:00,33,0,71.625,0.25
3/22/2020 0:00,85,0,65,0.125
3/21/2020 0:00,40,0,45.375,0
3/20/2020 0:00,40,0,33.75,0
3/19/2020 0:00,38,0,30.5,0
3/18/2020 0:00,24,0,20.75,0
3/17/2020 0:00,8,0,16,0
3/16/2020 0:00,2,0,12,0
3/15/2020 0:00,7,0,7.375,0
3/14/2020 0:00,7,0,4.375,0
3/13/2020 0:00,2,0,4,0
3/12/2020 0:00,8,0,3.75,0
3/11/2020 0:00,1,0,2.875,0
3/10/2020 0:00,0,0,2.125,0
3/9/2020 0:00,5,0,1.875,0
3/8/2020 0:00,0,0,0.875,0
3/7/2020 0:00,0,0,0.8571,0
3/6/2020 0:00,1,0,1,0
3/5/2020 0:00,0,0,0.2,0
3/4/2020 0:00,0,0,0.25,0
3/3/2020 0:00,,,0.3333,0
